title,movie_id,tags
Clash of the Titans,18823,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny. Adventure Fantasy Action hades mythology greekmythology zeus medusa mythologicalbeast seamonster perseus kraken gods ancientgreece basedongreekmyth 3d SamWorthington LiamNeeson RalphFiennes LouisLeterrier"
The Bourne Legacy,49040,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne. Action Thriller assassin wolf maryland suicidebygunshot rooftop explodinghouse laptop trackingdevice fakeid seoulsouthkorea pharmaceuticallab governmentconspiracy roofchase manilaphilippines hunted falsepassport albertacanada lieutenantgeneral JeremyRenner RachelWeisz EdwardNorton TonyGilroy"
How the Grinch Stole Christmas,8871,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch. Family Comedy Fantasy holiday christmasparty newlove santaclaus village kidsandfamily JimCarrey TaylorMomsen JeffreyTambor RonHoward"
The Day After Tomorrow,435,"After years of increases in the greenhouse effect, havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze. Action Adventure ScienceFiction Thriller savingtheworld library cataclysm climatechange greenhouseeffect tornado twister hurricane hail temperaturedrop iceage polarzone meteorology gulfstream barrierice icemelting thirdworld exodus evacuation climate government snow losangeles scientist doomsday antarctic disastermovie DennisQuaid JakeGyllenhaal EmmyRossum RolandEmmerich"
Mission: Impossible II,955,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude. Adventure Action Thriller terror spain cia helicopter secretidentity skyscraper undercover island ex-lover secretmission dyinganddeath secretagent computer duel lethalvirus violence rescueteam agent car researchlaboratory TomCruise DougrayScott ThandieNewton JohnWoo"
Life of Pi,87827,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean. Adventure Drama Action ocean shipwreck hindu tiger faith zookeeper teenageboy cargoship lifeboat injuredanimal SurajSharma IrrfanKhan AyushTandon AngLee"
Ghost Rider,1250,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'. Thriller Action Fantasy Horror mephisto religionandsupernatural dyinganddeath devil'sson ghostworld stunts flame basedoncomicbook NicolasCage EvaMendes WesBentley MarkStevenJohnson"
Jason Bourne,324668,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past. Action Thriller assassin amnesia flashback MattDamon AliciaVikander TommyLeeJones PaulGreengrass
Prometheus,70981,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race. ScienceFiction Adventure Mystery android dystopia alien spinoff creation emergencysurgery aftercreditsstinger stasis archeologicaldig godcomplex cavedrawing geneticmutation originsoflife NoomiRapace MichaelFassbender GuyPearce RidleyScott"
RoboCop,97020,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology. Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America. Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it. When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer. OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine. Action ScienceFiction cyborg future dystopia police remake violence detroit JoelKinnaman GaryOldman MichaelKeaton JoséPadilha"
Speed Racer,7459,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series. Action Family ScienceFiction carrace lossofbrother chimp family duringcreditsstinger womandirector EmileHirsch ChristinaRicci MatthewFox LillyWachowski LanaWachowski"
How Do You Know,42888,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau. Comedy Drama Romance lovetriangle baseball athlete aftercreditsstinger ReeseWitherspoon PaulRudd OwenWilson JamesL.Brooks"
Knight and Day,37834,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust. Action Comedy spy airport gasstation garage pilot chase secretagent rope explodingbuilding carchase policecar boygenius duringcreditsstinger TomCruise CameronDiaz PeterSarsgaard JamesMangold"
Oblivion,75612,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful stranger from a downed spacecraft. Her arrival triggers a chain of events that forces him to question everything he knows and puts the fate of humanity in his hands. Action ScienceFiction Adventure Mystery spacecraft dystopia space drone imax humanvsalien TomCruise MorganFreeman OlgaKurylenko JosephKosinski"
Star Wars: Episode III - Revenge of the Sith,1895,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes. ScienceFiction Adventure Action showdown deathstar vision cultfigure hatred dreamsequence expectantmother spaceopera chancel childbirth galacticwar EwanMcGregor NataliePortman HaydenChristensen GeorgeLucas"
Star Wars: Episode II - Attack of the Clones,1894,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars. Adventure Action ScienceFiction senate investigation army deathstar jedi cultfigure wedding violence kendo lasergun spaceopera spaceport teenagerebellion goodbecomingevil alienrace mechanicalhand yoda EwanMcGregor NataliePortman HaydenChristensen GeorgeLucas"
